RETAILSTOREID,STORENAME,PHONE,CONTACTFIRSTNAME,CONTACTLASTNAME,ADDRESS,ZIPCODE,CITYID
3102,HOSTEL SHOPPE,715-341-4340, , ,929 MAIN ST,54481-2623,5791
3103,HOUSE OF BICYCLES,219-679-4992, , ,10140 MCKINLEY HWY,46561-9753,6379
3104,HOUSE OF BIKES,702-646-6622, , ,6162 SPRING MOUNTAIN RD,89102-8805,5894
3105,HOUSE OF FABRICS,408-778-6158, , ,225 TENNANT AVE,95037-5422,526
3106,HOUSE OF WHEELS,517-725-8373, , ,814 W MAIN ST,48867-2595,2860
3107,HOUSTON BIKE SHOP,713-987-2118, , ,1209 ALDINE BENDER RD,77032-2903,5907
3108,HOWARD'S CYCLING & FITNESS,502-782-7877, , ,604 PARK ST,42101-2343,5875
3109,HOWELL CYCLE,517-546-3310, , ,2445 W GD RIVER,48843,2817
3110,HUB CITY CYCLE & FITNESS,301-797-9877, , ,35 N PROSPECT ST,21740-4716,2586
3111,HUB OF ASPEN,970-925-7970, , ,315 E HYMAN AVE,81611-1946,767
3112,HUBER HTS CYCLING & FITNESS,513-236-1515, , ,4782 FISHBURG RD,45424-5425,4233
3113,HUDSON TRAIL OUTFITTERS LTD,703-591-2950, , ,9683 LEE HWY,22031-2304,5439
3114,HUDSON TRAIL OUTFITTERS LTD,301-948-2474, , ,401 N FREDERICK AVE,20877-2405,2576
3115,HUFFY SERV FIRST INC,513-438-3664, , ,8521 GANDER CREEK DR,45459,4184
3116,HUFFY SERVICE FIRST,714-632-8872, , ,2834 E HEMPSTEAD RD,92806-3838,229
3117,HUMAN PROPULSION LABORATORY,619-727-4751, , ,1185 PARK CENTER DR,92083-8304,729
3118,HUNTINGTON BEACH BICYCLES,714-892-5519, , ,15862 SPRINGDALE ST,92649-1728,428
3119,HURRICANE CYCLERY OF TEXAS,713-363-4808, , ,27518 INTERSTATE 45 N,77385-8722,5110
3120,HURST SPORTS CENTER,801-673-6141, , ,160 W 500TH WEST,84770,5382
3121,HUSSEY & ASSOCIATES,803-448-5335, , ,715 BROADWAY ST,29577-3805,4917
3122,HUTCH'S BICYCLE STORE,541-382-6248, , ,820 NE 3RD ST,97701-4706,4469
3123,HUTCH'S BICYCLE STORE,503-345-7521, , ,960 CHARNELTON ST,97401-3069,4480
3124,HUTCH'S BICYCLE STORE,541-741-2453, , ,2100 MAIN ST,97477-5070,4529
3125,HUTCH'S BICYCLE STORE,541-382-9253, , ,725 NW COLUMBIA ST,97701-2407,4469
3126,HYDRO-BIKES,715-381-1500, , ,757 GHERTY LN,54016-7862,5737
3127,HYLAND SCHWINN CYCLERY,801-467-0914, , ,3040 HIGHLAND DR,84106-3042,5383
3128,I C BIKE'S INC,954-341-3075, , ,10708 WILES RD,33076-2008,1043
3129,I M S ENTERPRISES INC,316-943-0400, , ,1350 S RIDGE RD,67209-2906,2067
3130,ICHABODS BIKES BOARDS & BLADES,206-840-1658, , ,504 W STEWART AVE,98371-5170,5654
3131,IDAHO FENCE CO,208-773-3781, , ,585 N PINE RD,83854-8909,1610
3132,IKE'S BICYCLES,317-962-5480, , ,111 S 6TH ST,47374-4224,1995
3133,IKE'S BIKE SHOP,219-773-7408, , ,3048 BEECH RD,46506-9781,6003
3134,IKE'S BIKE SHOP,701-256-2511, , ,115 7TH AVE,58249-2631,6267
3135,IL VECCHIO,206-324-8148, , ,140 LAKESIDE AVE,98122-6538,5664
3136,ILL CYCLE & FITNESS,309-682-9346, , ,4650 N BRANDYWINE DR,61614-5511,1825
3137,IMMEL BICYCLE CENTER,412-282-6340, , ,246 W JEFFERSON,16001,4572
3138,IMMEL BICYCLE CENTER,412-443-6340, , ,5477 RT 8,15044,6149
3139,IMPERIAL STORES,619-344-4440, , ,435 W MAIN ST,92227-2244,273
3140,IMPERIAL STORES,619-353-5280, , ,1041 N IMPERIAL AVE,92243-1737,360
3141,IMPERIAL STORES,619-356-2954, , ,112 W 5TH ST,92250-1214,6202
3142,IMPERIAL STORES,619-357-1168, , ,355 E 3RD ST,92231-2759,279
3143,IN COMPETITION ACTIVE SPORTS,414-465-1510, , ,2439 UNIVERSITY AVE,54302-5026,5730
3144,IN GEAR CYCLING & FITNESS,717-566-0455, , ,3030 BRIDGE RD,17036,6211
3145,IN GEAR CYCLING AND FITNESS,717-273-4477, , ,406 E PENN AVE,17042-2432,4677
3146,IN MOTION BIKE-RUN-SWIM INC,805-255-3353, , ,25834 MCBEAN PKY,91355-2004,657
3147,IN SCHWINN CYCLES & THINGS,412-349-6550, , ,36 S 5TH ST,15701-2758,4661
3148,INCYCLE & CYCLING ASSOCS CO,909-592-2181, , ,531 W ARROW HWY,91773-2910,637
3149,INDEPENDENCE BIKE SHOPPE,216-524-1633, , ,6596 BRECKSVILLE RD,44131-4837,4175
3150,INDIAN CYCLE FITNESS & OUTDOOR,601-956-8383, , ,I-55 N AT COUNTY LINE RD,39157,3195
3151,INDIAN RIVER TRADER,407-664-1020, , ,9300 US HIGHWAY 1,32976-2987,1292
3152,INDUSTRIAL BIKE SHOP,409-735-2900, , ,1050 FISH HOOK LN,77611-3253,5084
3153,INDY CYCLE SPECIALIST,317-356-4585, , ,422 S RITTER AVE,46219-7123,1955
3154,INFINITY RECUMBENT BICYCLES,317-831-8798, , ,292 W HARRISON ST,46158-1633,1976
3155,INKY'S SCHWINN BICYCLE INC,619-442-0564, , ,1018 BROADWAY,92021-4803,359
3156,INSIDE TRACK,206-823-3108, , ,12703 NE 124TH ST,98034-8307,5611
3157,INSIDE TRACK,360-659-3715, , ,SMOKEY PT MALL,98223,5954
3158,INSIDE-OUT SPORTS,919-851-2500, , ,5563 -12B WESTERN BLVD,27606,3291
3159,INTERNATIONAL BICYCLE & MOPED,704-535-5501, , ,5326 E INDEPENDENCE BLVD,28212-0500,5898
3160,INTERNATIONAL BICYCLE SHOP,407-737-1744, , ,17 E PALMETTO PARK RD,33432-4816,1011
3161,INTERNATIONAL BICYCLE SHOP,305-572-3444, , ,4461 N UNIVERSITY DR,33351-5737,1082
3162,INTERNATIONAL BICYCLE SHOP,313-522-6870, , ,5640 MIDDLEBELT RD,48135-2456,2793
3163,INTERNATIONAL BICYCLES,908-359-2700, , ,254 US HIGHWAY 206 S,08876-4680,3674
3164,INTERNATIONAL BIKE,970-353-8575, , ,2529 11TH AVE,80631-6927,801
3165,INTERNATIONAL BIKE,970-352-6989, , ,2812 10TH ST,80631-3425,801
3166,INTERNATIONAL BIKE & SKATE,954-428-4601, , ,17 E PALMETTO PARK RD & DIXIE,33432-4816,1011
3167,INTERNATIONAL BIKE & SKATE SHP,954-764-8800, , ,1900 E SUNRISE BLVD,33304-1400,1082
3168,INTERNATIONAL BIKE & SKATE SHP,407-394-0404, , ,17 E PALMETTO PARK RD,33432-4816,1011
3169,INTERNATIONAL BIKE & SKATE SHP,407-488-9665, , ,23071 STATE ROAD 7,33428-5433,1011
3170,INTERNATIONAL BIKE SHOP,312-862-3300, , ,3821 W NORTH AVE,60647-4615,5866
3171,INTERNATIONAL PRO BIKE SHOP,513-848-8466, , ,15 W FRANKLIN ST,45305-1902,4147
3172,INTERWHEEL SPORTS INC,423-525-4606, , ,2321 SUTHERLAND AVE,37919-2353,5903
3173,INTOWN BICYCLES,404-872-1736, , ,1035 MONROE DR NE,30306-3664,1368
3174,INWOOD CYCLE,214-357-7625, , ,3746 W NORTHWEST HWY,75220-4943,5121
3175,IOWA BIKE & FITNESS,515-792-1780, , ,124 N 2ND AVE W,50208-3246,1571
3176,IOWA BIKE & FITNESS,515-628-1373, , ,808 MAIN ST,50219-1522,1576
3177,IOWA CITY SPOKE & SKI,319-338-6909, , ,700 S DUBUQUE ST,52240-4202,1558
3178,IRA'S BIKE SHOP,805-489-2621, , ,107 BRIDGE ST,93420-3309,237
3179,IRON HORSE SERVICE & ACC,801-678-3009, , ,4 S MAIN ST,84511-3739,5988
3180,IRON WORKS UNLIMITED,503-688-1541, , ,90694 LINK RD,97402-9647,4480
3181,IRV'S BIKE SHOP INC,312-226-6330, , ,1725 S RACINE AVE,60608-2320,5866
3182,IRWIN'S BIKE & SPORTS,515-270-8304, , ,MERLE HAY & AURORA,50322,1584
3183,ISLA VISTA BICYCLE BOUTIQUE,805-968-3338, , ,882 EMBARCADERO DEL MAR,93117-4801,436
3184,ISLAND BICYCLE SALES & SERVICE,904-824-4010, , ,211 ANASTASIA BLVD,32084-4504,1280
3185,ISLAND BICYCLES,360-378-4941, , ,380 ARGYLE AVE,98250-9556,6143
3186,ISLAND BIKE & SURF SHOP,803-768-1158, , ,3665 BOHICKET RD KIAWAH-SEABRK,29404,6041
3187,ISLAND BIKE SHP SNOWMOBILE TOO,906-847-6337, , ,247 HURON ST,49757,6285
3188,ISLAND BIKES,803-237-1918, , ,HWY 17,29440,4898
3189,ISLAND CRUISERS INC,803-785-4321, , ,27 PALMETTO BAY RD STE 7,29928-3203,4905
3190,ISLAND CYCLERY,360-679-4896, , ,1097 W PIONEER WAY,98277-4012,5639
3191,ISLAND CYCLES,919-995-4336, , ,39774 NC 12 HWY,27915,5968
3192,ISLAND MOPED-RENTALS,941-472-5248, , ,1470 PERIWINKLE WAY,33957-4512,1287
3193,ISLAND PARK CYCLES,701-280-1796, , ,101 8TH ST S,58103-1822,3322
3194,ISLAND SPOKERY BICYCLE WORKS,808-247-5200, , ,46-078 EMEPELA PL APT F101,96744-3961,1498
3195,ISLAND TRIATHLON & BIKE,808-422-5188, , ,HICKAM,96853,6193
3196,ISLAND TRIATHLON & BIKE,808-622-0011, , ,1640 WILIKINA DR,96786-1416,1515
3197,ISLAND TRIATHLON & BIKE,808-732-7227, , ,569 KAPAHULU AVE,96815-3855,1494
3198,ISSAQUAH SKI & CYCLE,206-391-7547, , ,1410 NW GILMAN BLVD STE B,98027-5327,5605
3199,ITALIAN BICYCLE CORP,818-284-4717, , ,324 S PALM AVE,91803-1547,222
3200,ITASCA SCHWINN & SPORTS,218-326-1716, , ,800 N STARR POINT DR,55721-9759,6059
3201,J & B IMPORTERS WEST INC,303-761-7383, , ,2899 S SANTA FE DR,80110-1410,787
3202,J & D BICYCLE SHOP,314-635-4091, , ,610 JEFFERSON ST,65101-2940,3080
3203,J & D BIKES PLUS,717-653-8210, , ,45 E MAIN ST,17552-1424,4707
3204,J & J BICYCLE,910-498-1211, , ,113 CHURCH ST,27317-1809,6422
3205,J & J CYCLE & FITNESS,770-971-3508, , ,1791 ROSWELL RD,30062-3904,1435
2651,FOOTHILLS SCHWINN,303-420-0815, , ,11651 RALSTON RD,80004-4321,766
2652,FOOTLOOSE SPORTS CENTER,619-934-2400, , ,6175 MINARET RD,93546,6291
2653,FOREST LAKE CYCLE & SKATE,612-464-4035, , ,455 LAKE ST N,55025-2515,2958
2654,FORESTRY SUPPLY,912-423-3426, , ,515 N GRANT ST,31750-2126,1409
2655,FORGEMASTER IRON INC,505-242-8284, , ,716 COMMERCIAL ST SE,87102-4213,3734
2656,FORT BRAGG CYCLERY & OFF-ROAD,707-964-3509, , ,579 S FRANKLIN ST,95437-5101,389
2657,FORT WORTH CYCLING & FITNS CTR,817-244-7911, , ,3315 S CHERRY LN,76116-6404,5906
2658,FORZA CYCLES INC,860-651-1699, , ,836 IRON HORSE BLVD,,932
2659,FOSTER CITY CYCLERY AND SPORT,415-349-2010, , ,999 EDGEWATER BLVD,94404-3777,391
2660,FOUR SONS CYCLERY,201-696-5005, , ,1154 HAMBURG TPKE # A,07470-5054,3708
2661,FOWLER KARL'S BIKE SHOP,319-367-2351, , ,502 E MCKINLEY ST,52645-1721,6352
2662,FOX FIRESTONE BICYCLE SHOP,904-428-2212, , ,331 CANAL ST,32168-7007,1205
2663,FOX RIVER OUTDOOR STORE,708-406-0020, , ,29 S RIVER ST,60510-2633,1625
2664,FOX RIVER SCHWINN,708-897-6200, , ,19 S LINCOLNWAY ST,60542-1645,1803
2665,FOX'S BICYCLE SHOP,219-773-3822, , ,904 E LINCOLN ST,46550-2146,1980
2666,FOXWORTHY BICYCLES,408-269-2300, , ,1515 MERIDIAN AVE,95125-5346,642
2667,FOXWORTHY BICYCLES,408-269-8833, , ,1515 MERIDIAN AVE,95125-5346,642
2668,FOY'S SCHWINN CYCLERY,916-662-4306, , ,352 W MAIN ST,95695-3690,756
2669,FRANK BIKE SHOP,310-402-6387, , ,11738 166TH ST,90701-1723,298
2670,FRANK'S BICYCLE LANE,916-781-2023, , ,100 SUNRISE AVE,95661-3424,623
2671,FRANK'S BICYCLE SHOP,501-862-5159, , ,603 S PARKWAY DR,71730-3760,119
2672,FRANKFORD BICYCLE INC,216-545-0392, , ,964 N STATE ST,44420-1736,4219
2673,FRANKLIN BICYCLE CENTER,908-249-4544, , ,853 HAMILTON ST,08873-3106,3673
2674,FRANKLIN STREET CYCLES,919-929-0213, , ,210 W FRANKLIN ST,27516-2520,3237
2675,FRANKLINSTEIN BIKE WORX,215-893-0415, , ,1430 SPRUCE ST,19102-4528,4739
2676,FRASER SCHWINN CYCLING & FITNS,810-294-4070, , ,32064 UTICA RD,48026-2207,2792
2677,FRASER SCHWINN CYCLING & FITNS,810-412-0500, , ,42201 GARFIELD RD,48038-1648,6057
2678,FRED SCHWINN MILLER,409-724-1208, , ,2808 NEDERLAND AVE,77627-7017,5245
2679,FRED'S BICYCLE & HOBBY SHOP,910-767-2868, , ,607 OAK SUMMIT RD,27105-1741,3318
2680,FRED'S CYCLE & SPORTS,619-922-4426, , ,130 S MAIN ST,92225-2509,267
2681,FREDERICK BICYCLE SALES & SVC,301-663-4452, , ,1216 W PATRICK ST,21703-3961,2573
2682,FREDERICK SCHWINN CYCLING,301-663-1122, , ,1509 W PATRICK ST,21702-3732,2573
2683,FREDERICK SCHWINN CYCLING,301-831-4227, , ,1509 W PATRICK ST,21702-3732,2573
2684,FREDS CYCLING & SPORT,708-446-0029, , ,555 CHESTNUT ST,60093-2201,1897
2685,FREE FLIGHT BIKES,608-348-6888, , ,25 W MAIN ST,53818-3126,5770
2686,FREE FLITE BICYCLES,770-422-5237, , ,2800 CANTON HWY,30066-5471,1435
2687,FREE SPIRIT ADVENTURES & BIKE,304-645-2093, , ,104 FOSTER ST,24901,6273
2688,FREE WHEELERS CYCLERY,916-383-2773, , ,8245 FLORIN RD,95828-2426,627
2689,FREE WHEELING,909-393-8855, , ,4183 CHINO HILLS PKY,91709-3781,304
2690,FREE WHEELING,909-902-5600, , ,4012 GRAND AVE,91710-5436,303
2691,FREEHOLD BICYCLES,908-431-0266, , ,85 VILLAGE CENTER DR,07728-2526,3505
2692,FREEMAN'S BICYCLE REPAIR,916-533-0709, , ,1227 DODGE AVE,95965-4329,558
2693,FREEMAN'S BICYCLE SHOP,908-996-7712, , ,52 BRIDGE ST,08825-1249,6142
2694,FREEWHEEL 'N CYCLERY,715-845-2605, , ,1314 N 3RD AVE,54401-2665,5916
2695,FREEWHEEL BICYCLE,612-339-2219, , ,1812 S 6TH ST,55454-1209,5860
2696,FREEWHEEL BIKE SHOP,415-752-9195, , ,1920 HAYES ST,94117-1126,639
2697,FREEWHEEL SKI & CYCLE,307-332-6616, , ,258 W MAIN ST,82520-3139,5847
2698,FREEWHEEL SPORTS SHOP,713-367-0721, , ,26446 N IH 45,77386,5304
2699,FREEWHEELER BICYCLE CENTER,916-758-5460, , ,703 2ND ST,95616-4622,336
2700,FREEWHEELER BICYCLE SHOP,334-887-8117, , ,216 N COLLEGE ST,36830-4786,21
2701,FREEWHEELER BIKE SHOP,616-451-8011, , ,915 LEONARD ST NW,49504-4133,2797
2702,FREEWHEELER BIKE SHOP II,616-754-0611, , ,410 S LAFAYETTE ST,48838-2374,2799
2703,FREEWHEELER OLYMPIC BIKE & SKI,906-226-6676, , ,339 E RIDGE ST,49855-4212,2839
2704,FREEWHEELERS,716-473-3724, , ,1149 CULVER RD,14609-5447,4042
2705,FREEWHEELIN,970-728-4734, , ,101 COLORADO AVE,81401-3628,814
2706,FREEWHEELIN BIKE & BOARD,970-728-5524, , ,129 W SAN JUAN AV APT C-2,81435,6519
2707,FREEWHEELIN BIKE SHOP,804-486-4116, , ,3222 VIRGINIA BEACH BLVD,23452-5724,5519
2708,FREEWHEELING BICYCLE SHOP,512-392-9514, , ,230 N L B J DR,78666-5622,5289
2709,FREEWHEELING BICYCLES,512-473-8700, , ,2401 SAN GABRIEL ST,78705-4713,5065
2710,FREEWHEELING CYCLES,408-373-3855, , ,188 WEBSTER ST,93940-3122,521
2711,FREEWHEELS BICYCLE SHOP,912-388-8150, , ,344 S MAIN ST,31794-4814,1473
2712,FREMONT HONDA-RV,616-924-2450, , ,5484 S WARNER AVE,49412-9200,6141
2713,FREMONT SCHWINN,510-656-8610, , ,4040 PAPAZIAN WAY,94538-4323,394
2714,FREMONT SCHWINN CYCLERY,419-332-4481, , ,107 N OHIO AVE,43420-4113,4214
2715,FRENCH QUARTER BICYCLES,504-529-3136, , ,522 DUMAINE ST,70116-3332,5864
2716,FRENCH'S SERVICE & REPAIR,210-968-2651, , ,408 S TEXAS BLVD,78596-6201,5331
2717,FRENCHIE'S BICYCLE,954-974-5340, , ,2912 N STATE ROAD 7,33063-5730,1179
2718,FRESH AIR BICYCLES,415-563-4824, , ,1943 DIVISADERO ST,94115-2518,639
2719,FRESHOUR CYCLE CO,314-471-3543, , ,949 RIVER BIRCH MALL,63801,3132
2720,FRIDLEY HTS SCHWINN CYCLERY,612-572-1670, , ,4755 UNIVERSITY AVE NE,55421-2107,5860
2721,FRIDLEY HTS SCHWINN CYCLERY,612-572-1970, , ,4753 UNIVERSITY AVE NE,55421-2107,5860
2722,FRIDRICH BICYCLE INC,216-651-3800, , ,3800 LORAIN AVE,44113-3711,4175
2723,FRIEND'S CYCLERY,513-879-3032, , ,415 W MAIN ST,45324-4816,4203
2724,FRIENDLY BIKE & HIKE SHOP,910-852-3972, , ,5603-D W FRIENDLY AV,27410,3255
2725,FRITZ'S BIKE SHOP,503-640-1516, , ,727 N 1ST AVE,97124-2076,4492
2726,FRITZ'S SKATE SHOP,305-532-0054, , ,117 5TH ST,33139-6605,1187
2727,FRONHEISER INC,215-536-3443, , ,38 S 8TH ST,18951-1206,4752
2728,FRONTIER BIKE SHOP,814-456-9803, , ,1712 W 8TH ST,16505-5024,4626
2729,FULL CYCLE,520-327-3232, , ,3232 E SPEEDWAY BLVD,85716-3934,214
2730,FULL CYCLE,503-471-0535, , ,1330 NW 6TH ST,97526-1276,4486
2731,FULL CYCLE,303-440-7771, , ,1211 13TH ST,80302-7017,770
2732,FULL CYCLE,541-471-0535, , ,1330 NW 6TH ST,97526-1276,4486
2733,FULL CYCLE BIKE SHOP,610-432-2858, , ,2510 MACARTHUR RD,18052-3815,4814
2734,FULLER'S CYCLERY,410-992-7152, , ,10572 TWIN RIVERS RD,21044-2156,2551
2735,FULLERTON BICYCLE,714-879-8310, , ,424 E COMMONWEALTH AVE,92632-2019,396
2736,FUN & SPORTS INC,908-536-0606, , ,88 US HWY NO 9,7746,3573
2737,FUN BIKE RENTALS,808-661-3053, , ,193 LAHAINALUNA RD,96761-1502,1502
2738,FUN BUNNS BEACH RENTALS,310-372-8500, , ,1116 MANHATTAN AVE,90266-5313,497
2739,FUN RENTALS FT MYERS BCH INC,941-463-8844, , ,1901 ESTERO BLVD,33931-2853,1084
2740,FUN RENTALS OF PUNTA RASSA INC,941-466-2076, , ,18550 MCGREGOR BLVD,33908-2769,1083
2741,FUN SPORT BIKES,209-523-2700, , ,1700 MCHENRY AVE,95350-4373,517
2742,FUN WHEELS INC,205-831-9507, , ,1801 US HIGHWAY 78 E,36203-2017,72
3947,MTN ADVENTURES CYCLERY INC,706-864-8525, , ,LONG BRANCH STATION,30533,6080
3948,MULHAUPTS SCHWINN CYCLING,317-423-5502, , ,213 N 5TH ST,47901-1405,1961
3949,MULROONEY INC,714-549-8218, , ,2650 S BRISTOL ST,92704-5727,654
3950,MULROONEYS BICYCLING & FITNESS,714-821-1060, , ,12148 SOUTH ST,90701-6836,238
3951,MULTNOMAH BICYCLE SHOP,503-245-5615, , ,3035 SW CANBY ST,97219-2470,4515
3952,MURFREESBORO BICYCLE COMPANY,615-896-5100, , ,710 MEMORIAL BLVD,37129-2791,5024
3953,MURRAY'S,307-324-4767, , ,1602 E MURRAY ST,82301-4517,5850
3954,MURRAY'S BIKE SHOP,216-725-5902, , ,141 W SMITH RD,44256-2307,4270
3955,MY BROTHER'S BICYCLE,303-671-5511, , ,10015 E HAMPDEN AVE,80231-4904,784
3956,MYERS SCHWINN BICYCLE SHOP,704-377-7979, , ,1500 E MOREHEAD ST,28207-1606,5898
3957,MYSTIC CYCLE CENTRE,860-572-7433, , ,42 WILLIAMS AV,06378-1043,940
3958,N FULTON SCHWINN CYCLESPORTS,770-998-2550, , ,10687 ALPHARETTA HWY,30076-1458,1455
3959,N-B-M DISCOUNT SALES,904-396-5511, , ,4969 BEACH BLVD,32207-4864,1129
3960,NANTAHALA OUTDOOR CENTER,704-488-2175, , ,13077 HIGHWAY 19 W,28713-9165,6012
3961,NANTAHALA OUTDOOR CENTER,704-321-5122, , ,HWY 19 W,28901,5948
3962,NAPA VALLEY CYCLERY,707-255-3377, , ,4080 BYWAY E,94558-2289,530
3963,NAPERVILLE CYCLING & FITNESS,708-355-2200, , ,1001 E OGDEN AVE,60563-8607,1798
3964,NAPLES BIKE SHOP,941-774-4849, , ,2286 TAMIAMI TRL E,33962-4706,1199
3965,NASHVILLE BICYCLE COMPANY,615-731-2420, , ,5370 MOUNT VIEW RD,37013-2307,5952
3966,NAT'S OUTDOOR SPORTS,502-842-6211, Richard, ,1121 WILKINSON TRCE,42103-2443,5875
3967,NATCHEZ BICYCLE CENTER,601-446-7794, , ,334 MAIN ST,39120-3462,3184
3968,NATES BIKE & MWR SLS & SVC INC,941-682-3427, , ,1728 E EDGEWOOD DR,33803-3412,1152
3969,NATIONAL BIKE MART,610-865-5932, , ,2811 BRODHEAD RD,18017-9447,4561
3970,NATIONAL BIKE REGISTRY,916-972-1100, , ,2100 WATT AVE,95825-1407,627
3971,NATIONAL CYCLING INSTITUTE,619-480-4339, , ,653 N BROADWAY,92025-1801,373
3972,NATIVE SONS ADVENTURES,505-758-9342, , ,715 PASEO DEL PUEBLO SUR,87571-5997,6516
3973,NATURE GONE WILD,509-682-8680, , ,109 S EMERSON,98816,6045
3974,NAZARETH SPORTING GOODS,610-759-1535, , ,BROAD & BELVIDERE STS,18064,4713
3975,NECKER'S,860-658-5783, , ,1591 HOPMEADOW,06070-1409,932
3976,NEIL'S THE BICYCLE EXPERIENCE,714-535-2167, , ,919 S EUCLID ST,92802-1522,229
3977,NELSON'S BICYCLES,208-342-8716, , ,4299 CHINDEN BLVD,83714-6345,1599
3978,NELSON'S CYCLE SHOP,908-879-7677, , ,HWY 24,7930,6049
3979,NELSON'S CYCLERY,503-873-3658, , ,207 HIGH ST,97381-1611,4528
3980,NELTNER'S TIRE CENTER,606-291-8259, , ,19TH & MONMTH,41071,2127
3981,NEMEC'S SERVICE,608-524-4933, , ,1002 E MAIN ST,53959-1739,5778
3982,NEVADA CYCLES,702-474-0150, , ,1815 INDUSTRIAL RD,89102-2635,5894
3983,NEW AGE BICYCLESPORT,814-234-2453, , ,229 S ALLEN ST,16801-4806,4781
3984,NEW CANAAN CYCLERY,203-966-2399, , ,5 EAST AV,06840-5517,899
3985,NEW CHARLESTON CYCLES,803-795-4532, , ,759 FOLLY RD,29412-3456,5901
3986,NEW CHARLESTON CYCLES,803-881-5466, , ,730 COLEMAN BLVD,29464-4020,4915
3987,NEW ERA BICYCLES,406-728-2080, , ,741 S HIGGINS AVE,59801-2731,3222
3988,NEW GLASGOW CYCLE WORKS,804-946-7329, , ,521 S MAIN ST,24521-2623,5946
3989,NEW JERSEY CYCLE,908-352-9333, , ,421 N BROAD ST,07208-3366,3487
3990,NEW JERSEY CYCLE,908-925-1721, , ,910 W SAINT GEORGES AVE,07036-5652,3554
3991,NEW WAY FABRICATION INC,602-966-5739, , ,1220 W ALAMEDA DR,85282-3328,212
3992,NEW WHEEL,540-731-1211, , ,1210 NORWOOD ST,24141-4747,5497
3993,NEW WHEEL,703-731-1211, , ,1210 NORWOOD ST,24141-4747,5497
3994,NEWARK CYCLERY,510-793-4546, , ,37300 CEDAR BLVD,94560-4132,533
3995,NEWBERG BICYCLE SHOPPE,503-538-8850, , ,500 E 1ST ST,97132-2910,4505
3996,NEWBURY PARK BICYCLE SHOP,805-498-7714, , ,1536 NEWBURY RD,91320-3440,6353
3997,NEWCOMB'S BIKE SHOP,219-947-2425, , ,2421 W 37TH AVE,46342-1827,1952
3998,NEWINGTON BICYCLE & REPAIR SHOP,860-667-0857, , ,1030 MAIN,06111-2908,903
3999,NEWPORT CYCLERY,541-265-8000, , ,644 SW COAST HWY,97365-5051,4506
4000,NEWPORT HEIGHTS BICYCLE SHOP,714-646-6070, , ,371 N NEWPORT BLVD,92663-4120,534
4001,NEWTOWN BICYCLE & FITNESS SHOP,215-968-3200, , ,30 N STATE ST,18940-2027,6355
4002,NIAGARA BICYCLE CENTER,305-649-4480, , ,3237 NW 7TH ST,33125-4139,1186
4003,NICHOLSON YAMAHA SUZUKI,903-572-3681, , ,1500 W FERGUSON RD,75455-4275,5242
4004,NICOLLET SOUTH BIKE SHOP,507-947-3264, , ,RR 1 BOX 42,56074-9606,6357
4005,NILES SKI & BIKE A SPCLTY STR,510-793-9141, , ,37469 NILES BLVD,94536-2949,394
4006,NITTEN USA,808-943-1506, , ,1655 MAKALOA ST APT 1103,96814-3912,1494
4007,NOAH'S BICYCLES & ACCESSORIES,334-874-6420, , ,1109-B SINGLETON DR,36703,89
4008,NOE VALLEY CYCLERY,415-647-0886, , ,4193 24TH ST,94114-3614,639
4009,NOKOMIS CYCLE,612-721-2959, , ,4553 BLOOMINGTON AVE,55407-3660,5860
4010,NOLL'S BICYCLE SHOP,610-373-9131, , ,700 N 10TH ST,19604-2502,4754
4011,NOMAD CYCLERY,415-564-3568, , ,2555 IRVING ST,94122-1514,639
4012,NOMAD CYCLERY,415-239-5004, , ,1915 OCEAN AVE,94127-2721,639
4013,NOR-DOOR SPORT & CYCLERY,414-868-2275, , ,4007 STATE HIGHWAY 42,54212-9632,6134
4014,NORDA'S MOUNTAIN OUTFITTERS,801-752-2934, , ,77 N MAIN ST,84321-4542,5363
4015,NORDIC SPORTS,517-362-2001, , ,218 W BAY ST,48730-1204,6105
4016,NORDIK BIKE-SKI & PATIO,414-731-5280, , ,1300 S VAN DYKE RD,54915-8845,5911
4017,NORRIS CYCLE CO,601-693-5024, , ,2324 FRONT ST,39301-5827,3182
4018,NORTH COUNTRY INC,612-739-3500, , ,8980 HUDSON BLVD N,55042-9704,2970
4019,NORTH COUNTRY SCHWINN CYCLERY,713-367-3423, , ,25010 INTERSTATE 45,77386-1927,5304
4020,NORTH COUNTY BICYCLES,619-741-4966, , ,360 W WASHINGTON AVE,92025-2619,373
4021,NORTH DIVISION BICYCLE SHOP,509-467-2453, , ,10503 N DIVISION ST,99218-1507,5674
4022,NORTH EAST CYCLES,813-898-2453, , ,2907 4TH ST N,33704-2103,1282
4023,NORTH EAST RECUMBENTS,201-239-8968, , ,,7044,3699
4024,NORTH END CYCLERY LTD,804-428-4235, , ,400 LASKIN RD,23451-3022,5519
4025,NORTH HAVEN BICYCLE CENTER,203-239-7789, , ,476 WASHINGTON AV,06473-1311,908
4026,NORTH KENT SCHWINN,616-363-0705, , ,4318 PLAINFIELD AVE NE,49505-1600,2797
4027,NORTH PENN CYCLING & FITNESS,215-362-1465, , ,100 RUTLEDGE CT,19454-1037,6362
4028,NORTH RIVER CYCLE,770-998-1672, , ,8819 ROSWELL RD,30350-1846,1368
