"CUSTOMERID","TRANSACTIONDATE","EMPLOYEEID","AMOUNT","DESCRIPTION","REFERENCE"
17245,15-MAR-01,34192,-2932,"Single/final payment for purchase",19488
17246,18-JUL-01,29387,-503.23,"Monthly payment #4",19489
17246,15-AUG-01,29387,-503.23,"Monthly payment #5",19489
17246,18-JUN-01,51512,-503.23,"Monthly payment #3",19489
17246,21-MAY-01,29387,-503.23,"Monthly payment #2",19489
17246,21-APR-01,51512,-503.24,"Monthly payment #1",19489
17246,17-FEB-01,29387,2984.99,"Order was shipped",19489
17246,16-SEP-01,29387,-468.83,"Monthly payment #6",19489
17247,29-AUG-01,29387,-2965.75,"Single/final payment for purchase",19490
17247,30-JUL-01,87295,2965.75,"Order was shipped",19490
17248,17-DEC-01,87295,3459.1,"Order was shipped",19833
17248,27-FEB-02,87295,-453.3097,"Monthly payment #7",19491
17248,28-JAN-02,34192,-425.89,"Monthly payment #6",19491
17248,18-JAN-02,87295,-3459.1,"Single/final payment for purchase",19833
17248,26-DEC-01,15293,-425.89,"Monthly payment #5",19491
17248,22-OCT-01,89097,-425.89,"Monthly payment #3",19491
17248,23-SEP-01,34192,-425.89,"Monthly payment #2",19491
17248,24-AUG-01,15293,-425.89,"Monthly payment #1",19491
17248,22-JUN-01,87295,3008.65,"Order was shipped",19491
17248,22-NOV-01,98766,-425.89,"Monthly payment #4",19491
17249,17-JUN-01,29387,4098,"Order was shipped",19492
17249,18-JUL-01,87295,-4145.5,"Single/final payment for purchase",19492
17249,22-JAN-04,87295,3928.39,"Order was shipped",24471
17249,25-FEB-04,87295,-3880.88,"Single/final payment for purchase",24471
17250,17-MAY-01,87295,-4316.87,"Single/final payment for purchase",19493
17250,09-NOV-01,29387,3446.05,"Order was shipped",19894
17250,14-APR-01,29387,4340.65,"Order was shipped",19493
17250,11-DEC-01,87295,-3469.82,"Single/final payment for purchase",19894
17251,12-JAN-01,29387,4188.39,"Order was shipped",19494
17251,16-FEB-01,87295,-4188.41,"Single/final payment for purchase",19494
17252,26-FEB-01,29387,4070.5,"Order was shipped",19495
17252,31-MAR-01,87295,-4070.52,"Single/final payment for purchase",19495
17253,14-JUL-01,89097,4060,"Order was shipped",19496
17253,13-AUG-01,87295,-4145.5,"Single/final payment for purchase",19496
17253,20-JAN-05,51512,2705.49,"Order was shipped",27274
17253,25-MAR-05,51512,-1239,"Monthly payment #1",27274
17253,26-APR-05,15293,-1380.98,"Monthly payment #2",27274
17254,09-APR-01,51512,2419.99,"Order was shipped",19497
17254,14-MAY-01,15293,-2419.99,"Single/final payment for purchase",19497
17255,17-MAR-01,29387,3415.61,"Order was shipped",19498
17255,15-APR-01,15293,-3512.72,"Single/final payment for purchase",19498
17255,21-DEC-04,15293,5541.8,"Order was shipped",27267
17255,24-JAN-05,15293,-5444.68,"Single/final payment for purchase",27267
17256,09-MAY-01,51512,4334.04,"Order was shipped",19499
17256,09-JUN-01,15293,-4334.03,"Single/final payment for purchase",19499
17257,21-AUG-01,29387,3493.79,"Order was shipped",19500
17257,23-SEP-01,15293,-3493.79,"Single/final payment for purchase",19500
17258,26-SEP-01,51512,-870.61,"Monthly payment #2",19501
17258,25-OCT-01,51512,-870.6001,"Monthly payment #3",19501
17258,24-AUG-01,51512,-870.61,"Monthly payment #1",19501
17258,23-JUN-01,89097,2611.83,"Order was shipped",19501
17259,14-AUG-01,46583,-510.38,"Monthly payment #1",19502
17259,17-SEP-01,46583,-510.38,"Monthly payment #2",19502
17259,17-OCT-01,89097,-510.38,"Monthly payment #3",19502
17259,12-NOV-01,87295,-475.51,"Monthly payment #4",19502
17259,18-DEC-01,51512,-510.38,"Monthly payment #5",19502
17259,12-JAN-02,29387,-510.3601,"Monthly payment #6",19502
17259,13-JUN-01,87295,3027.4,"Order was shipped",19502
17260,19-MAR-01,29387,3169.53,"Order was shipped",19503
17260,18-APR-01,29387,-3169.52,"Single/final payment for purchase",19503
17261,16-DEC-01,87295,-327.82,"Monthly payment #4",19504
17261,20-MAR-02,29387,-327.82,"Monthly payment #7",19504
17261,18-APR-02,34192,-327.8098,"Monthly payment #8",19504
17261,16-JAN-02,87295,-327.82,"Monthly payment #5",19504
17261,16-OCT-01,29387,-327.82,"Monthly payment #2",19504
17261,18-SEP-01,34192,-327.82,"Monthly payment #1",19504
17261,15-JUL-01,51512,2622.55,"Order was shipped",19504
17261,17-FEB-02,51512,-327.82,"Monthly payment #6",19504
17261,17-NOV-01,15293,-327.82,"Monthly payment #3",19504
17262,29-MAY-01,29387,2583.19,"Order was shipped",19505
17262,03-AUG-01,29387,-1343.44,"Monthly payment #1",19505
17262,26-AUG-01,29387,-1239.74,"Monthly payment #2",19505
17263,05-DEC-01,29387,3937.49,"Order was shipped",20028
11022,12-AUG-00,98766,-4101.48,"Single/final payment for purchase",12643
11022,10-JUL-00,15293,4101.49,"Order was shipped",12643
11023,19-JAN-01,51512,2970,"Order was shipped",12644
11023,22-FEB-01,98766,-2969.99,"Single/final payment for purchase",12644
11024,10-JUL-04,87295,-840.6501,"Monthly payment #4",25372
11024,19-JAN-01,29387,3898.1,"Order was shipped",12645
11024,22-FEB-01,98766,-3898.1,"Single/final payment for purchase",12645
11024,10-MAY-02,29387,2987.19,"Order was shipped",20600
11024,11-JUN-02,98766,-2987.19,"Single/final payment for purchase",20600
11024,08-FEB-04,87295,3362.58,"Order was shipped",25372
11024,10-APR-04,46583,-840.64,"Monthly payment #1",25372
11024,12-MAY-04,29387,-840.64,"Monthly payment #2",25372
11024,06-JUN-04,98766,-840.64,"Monthly payment #3",25372
11025,19-MAR-00,51512,2075,"Order was shipped",12646
11025,19-APR-00,98766,-2075,"Single/final payment for purchase",12646
11026,07-APR-00,29387,2840.4,"Order was shipped",12647
11026,12-MAY-00,98766,-2840.4,"Single/final payment for purchase",12647
11027,26-JUL-00,51512,2920.8,"Order was shipped",12648
11027,28-AUG-00,98766,-2920.8,"Single/final payment for purchase",12648
11028,24-SEP-00,15293,3885.4,"Order was shipped",12649
11028,26-OCT-00,98766,-3885.39,"Single/final payment for purchase",12649
11029,23-DEC-00,51512,3962.44,"Order was shipped",12650
11029,26-JAN-01,98766,-3962.44,"Single/final payment for purchase",12650
11030,07-DEC-00,29387,2931.4,"Order was shipped",12651
11030,09-JAN-01,98766,-2931.39,"Single/final payment for purchase",12651
11031,27-JUN-00,98766,-2045.62,"Single/final payment for purchase",12652
11031,24-MAY-00,87295,2045.62,"Order was shipped",12652
11032,08-NOV-00,29387,3990,"Order was shipped",12653
11032,09-DEC-00,98766,-3990,"Single/final payment for purchase",12653
11033,21-DEC-00,89097,4257.24,"Order was shipped",12654
11033,27-JAN-01,98766,-4257.23,"Single/final payment for purchase",12654
11035,19-JUL-00,51512,2956.99,"Order was shipped",12656
11035,21-AUG-00,98766,-3018.63,"Single/final payment for purchase",12656
11035,12-FEB-03,29387,3818.5,"Order was shipped",21939
11035,14-MAR-03,87295,-3756.84,"Single/final payment for purchase",21939
11036,13-NOV-04,87295,5505.84,"Order was shipped",27697
11036,15-DEC-00,15293,4018.54,"Order was shipped",12657
11036,20-JAN-01,98766,-3973.15,"Single/final payment for purchase",12657
11036,14-JAN-05,29387,-1423.43,"Monthly payment #1",27697
11036,17-MAR-05,51512,-1406.19,"Monthly payment #3",27697
11036,15-APR-05,15293,-1360.79,"Monthly payment #4",27697
11036,16-FEB-05,87295,-1360.81,"Monthly payment #2",27697
11037,20-MAY-00,98766,-3061.55,"Single/final payment for purchase",12658
11037,16-APR-00,51512,3061.55,"Order was shipped",12658
11038,26-AUG-00,87295,3876.64,"Order was shipped",12659
11038,25-SEP-00,98766,-3876.63,"Single/final payment for purchase",12659
11039,25-JUL-00,51512,2242.39,"Order was shipped",12660
11039,25-AUG-00,98766,-2242.38,"Single/final payment for purchase",12660
11040,07-OCT-00,89097,3842.99,"Order was shipped",12661
11040,05-NOV-00,98766,-3842.99,"Single/final payment for purchase",12661
11041,18-JAN-03,15293,-3952.44,"Single/final payment for purchase",22003
11041,11-AUG-00,89097,3168.8,"Order was shipped",12662
11041,12-SEP-00,98766,-3168.8,"Single/final payment for purchase",12662
11041,13-DEC-02,87295,3952.44,"Order was shipped",22003
11042,08-OCT-00,29387,-3828.49,"Single/final payment for purchase",12663
11042,25-AUG-00,29387,3828.5,"Order was shipped",12663
11043,12-AUG-00,51512,3001.87,"Order was shipped",12664
11043,14-SEP-00,98766,-3001.87,"Single/final payment for purchase",12664
11044,29-SEP-00,87295,3842.99,"Order was shipped",12665
11044,01-NOV-00,98766,-3842.99,"Single/final payment for purchase",12665
11045,21-OCT-00,87295,3926.25,"Order was shipped",12666
11045,24-NOV-00,98766,-3926.25,"Single/final payment for purchase",12666
11045,09-JAN-02,29387,4447.5,"Order was shipped",20057
11045,09-FEB-02,15293,-4447.5,"Single/final payment for purchase",20057
11046,10-JUN-00,98766,-3168.8,"Single/final payment for purchase",12667
11046,08-MAY-00,15293,3168.8,"Order was shipped",12667
11047,12-APR-00,29387,2910.2,"Order was shipped",12668
11047,14-MAY-00,98766,-2910.2,"Single/final payment for purchase",12668
11048,07-JAN-01,98766,-2799.99,"Single/final payment for purchase",12669
11048,01-DEC-00,89097,2799.99,"Order was shipped",12669
11049,04-AUG-00,98766,-2948.75,"Single/final payment for purchase",12670
11049,06-JUL-00,51512,2948.75,"Order was shipped",12670
11050,25-SEP-00,98766,-2954.3,"Single/final payment for purchase",12671
11050,25-AUG-00,29387,2954.3,"Order was shipped",12671
11051,06-JUN-00,98766,-3168.8,"Single/final payment for purchase",12672
11051,07-MAY-00,15293,3168.8,"Order was shipped",12672
11052,15-NOV-00,98766,-3308.21,"Single/final payment for purchase",12673
11052,14-OCT-00,29387,3308.22,"Order was shipped",12673
11053,13-JAN-01,15293,2991.24,"Order was shipped",12674
11053,12-FEB-01,98766,-2991.23,"Single/final payment for purchase",12674
11054,22-MAY-00,29387,3271.99,"Order was shipped",12675
11054,21-JUN-00,98766,-3271.98,"Single/final payment for purchase",12675
11055,26-JAN-05,51512,5196.54,"Order was shipped",27686
11055,30-MAR-05,29387,-2598.26,"Monthly payment #1",27686
11055,13-JUL-00,98766,-3833.75,"Single/final payment for purchase",12676
11055,10-JUN-00,87295,3833.75,"Order was shipped",12676
11055,26-APR-05,87295,-2598.27,"Monthly payment #2",27686
11056,04-APR-00,51512,3789.74,"Order was shipped",12677
11056,16-MAR-02,98766,-376.18,"Monthly payment #2",19788
11056,10-FEB-02,29387,-376.18,"Monthly payment #1",19788
11056,07-MAY-00,98766,-3887.37,"Single/final payment for purchase",12677
11056,10-AUG-02,87295,-310.4602,"Monthly payment #7",19788
11056,11-JUL-02,98766,-278.55,"Monthly payment #6",19788
11056,07-JUN-02,15293,-376.18,"Monthly payment #5",19788
11056,11-MAY-02,51512,-376.18,"Monthly payment #4",19788
11056,17-APR-02,46583,-376.18,"Monthly payment #3",19788
11056,09-DEC-01,15293,2567.55,"Order was shipped",19788
11057,11-APR-02,51512,3724,"Order was shipped",20917
11057,15-FEB-01,29387,-4109.35,"Single/final payment for purchase",12678
11057,13-MAY-02,87295,-3716.13,"Single/final payment for purchase",20917
11057,02-JAN-01,51512,4101.49,"Order was shipped",12678
11058,24-JUL-00,51512,2991.24,"Order was shipped",12679
11058,24-AUG-00,98766,-2991.23,"Single/final payment for purchase",12679
11060,15-JUN-00,98766,-3751.19,"Single/final payment for purchase",12681
11060,15-MAY-00,51512,3751.19,"Order was shipped",12681
11061,17-MAR-05,46583,-638.17,"Monthly payment #1",27861
11061,08-APR-00,87295,2967.49,"Order was shipped",12682
11061,09-JAN-05,29387,3829,"Order was shipped",27861
11061,09-MAY-00,98766,-2967.49,"Single/final payment for purchase",12682
11061,13-APR-05,89097,-638.17,"Monthly payment #2",27861
11061,13-MAY-05,98766,-638.17,"Monthly payment #3",27861
11061,09-JUN-05,34192,-638.17,"Monthly payment #4",27861
11061,11-AUG-05,89097,-638.1501,"Monthly payment #6",27861
11061,14-JUL-05,89097,-638.17,"Monthly payment #5",27861
11062,25-DEC-00,87295,2939.99,"Order was shipped",12683
11062,26-JAN-01,98766,-2939.99,"Single/final payment for purchase",12683
11064,21-APR-00,51512,2967.49,"Order was shipped",12685
11064,23-MAY-00,98766,-2967.49,"Single/final payment for purchase",12685
11065,10-JAN-01,51512,2911.94,"Order was shipped",12686
11065,11-FEB-01,98766,-2911.93,"Single/final payment for purchase",12686
11066,01-JUN-00,29387,3941,"Order was shipped",12687
11066,05-JUL-00,98766,-3941,"Single/final payment for purchase",12687
11067,18-AUG-00,87295,3860,"Order was shipped",12688
11067,22-SEP-00,98766,-3860,"Single/final payment for purchase",12688
11068,18-APR-02,89097,-3262.52,"Single/final payment for purchase",20386
11750,19-JAN-03,87295,-451.24,"Monthly payment #7",20736
11750,18-DEC-02,29387,-451.26,"Monthly payment #6",20736
11750,18-NOV-02,34192,-365.31,"Monthly payment #5",20736
11750,20-AUG-02,15293,-451.26,"Monthly payment #2",20736
11750,21-JUL-02,34192,-451.26,"Monthly payment #1",20736
11750,18-MAY-02,29387,3094,"Order was shipped",20736
11750,28-JUN-00,89097,-4112.14,"Single/final payment for purchase",13371
11750,27-MAY-00,87295,4091,"Order was shipped",13371
11750,19-OCT-02,89097,-451.26,"Monthly payment #4",20736
11751,17-DEC-00,89097,3951.72,"Order was shipped",13372
11751,17-JAN-01,89097,-3951.72,"Single/final payment for purchase",13372
11751,14-NOV-04,51512,3459.1,"Order was shipped",27909
11751,16-DEC-04,87295,-3459.09,"Single/final payment for purchase",27909
11752,10-NOV-00,29387,3332.79,"Order was shipped",13373
11752,14-DEC-00,89097,-3332.78,"Single/final payment for purchase",13373
11753,24-DEC-00,29387,2085.49,"Order was shipped",13374
11753,29-JAN-01,89097,-2085.48,"Single/final payment for purchase",13374
11754,09-MAR-01,87295,-1601.79,"Monthly payment #1",13375
11754,10-APR-01,98766,-1670.19,"Monthly payment #2",13375
11754,14-DEC-00,51512,3271.99,"Order was shipped",13375
11755,21-FEB-01,89097,-2938.12,"Single/final payment for purchase",13376
11755,01-JAN-05,29387,3108.75,"Order was shipped",27121
11755,05-FEB-05,87295,-3108.74,"Single/final payment for purchase",27121
11755,22-JAN-01,51512,2938.13,"Order was shipped",13376
11756,19-NOV-00,87295,2927.5,"Order was shipped",13377
11756,24-DEC-00,89097,-2921.6,"Single/final payment for purchase",13377
11756,06-MAY-02,87295,3544.38,"Order was shipped",20774
11756,07-JUN-02,87295,-3550.27,"Single/final payment for purchase",20774
11757,29-DEC-00,15293,3755,"Order was shipped",13378
11757,30-JAN-01,89097,-3755,"Single/final payment for purchase",13378
11758,25-MAY-00,89097,2980.62,"Order was shipped",13379
11758,28-JUN-00,89097,-2980.62,"Single/final payment for purchase",13379
11759,14-JAN-05,51512,3433.5,"Order was shipped",27923
11759,15-FEB-05,87295,-3478.12,"Single/final payment for purchase",27923
11759,05-MAY-00,89097,-3908.83,"Single/final payment for purchase",13380
11759,04-APR-00,89097,3953.45,"Order was shipped",13380
11760,22-DEC-00,89097,-2206.6,"Single/final payment for purchase",13381
11760,18-NOV-00,87295,2206.6,"Order was shipped",13381
11761,21-SEP-00,51512,2894,"Order was shipped",13382
11761,24-OCT-00,89097,-2894,"Single/final payment for purchase",13382
11762,01-JUL-00,89097,-2995.54,"Single/final payment for purchase",13383
11762,28-MAY-00,29387,2995.55,"Order was shipped",13383
11763,21-FEB-04,87295,-4059.69,"Single/final payment for purchase",24947
11763,17-JAN-04,89097,4059.69,"Order was shipped",24947
11763,20-DEC-00,51512,3833.75,"Order was shipped",13384
11763,20-JAN-01,89097,-3833.75,"Single/final payment for purchase",13384
11764,10-APR-00,15293,3751.19,"Order was shipped",13385
11764,09-MAY-00,89097,-3751.19,"Single/final payment for purchase",13385
11765,16-SEP-00,89097,-3007.92,"Single/final payment for purchase",13386
11765,12-AUG-00,89097,3007.92,"Order was shipped",13386
11766,11-JAN-01,89097,-3842.99,"Single/final payment for purchase",13387
11766,09-DEC-00,29387,3842.99,"Order was shipped",13387
11767,28-NOV-00,29387,3132.8,"Order was shipped",13388
11767,30-DEC-00,89097,-3132.8,"Single/final payment for purchase",13388
11768,05-OCT-00,87295,3030.49,"Order was shipped",13389
11768,11-NOV-00,89097,-3030.48,"Single/final payment for purchase",13389
11772,16-AUG-00,87295,-3062,"Single/final payment for purchase",13393
11772,20-JUL-00,87295,3062,"Order was shipped",13393
11774,19-APR-00,87295,2883.5,"Order was shipped",13395
11774,19-MAY-00,87295,-2883.5,"Single/final payment for purchase",13395
11775,31-OCT-00,87295,2995.55,"Order was shipped",13396
11775,03-DEC-00,87295,-2929.26,"Single/final payment for purchase",13396
11775,20-OCT-01,51512,2588.44,"Order was shipped",19924
11775,18-NOV-01,87295,-2654.71,"Single/final payment for purchase",19924
11776,26-DEC-00,87295,-3915.62,"Single/final payment for purchase",13397
11776,15-NOV-00,87295,3915.62,"Order was shipped",13397
11777,31-DEC-00,87295,-3243.05,"Single/final payment for purchase",13398
11777,29-NOV-00,29387,3243.05,"Order was shipped",13398
11778,05-AUG-00,29387,2938.13,"Order was shipped",13399
11778,05-SEP-00,87295,-2938.12,"Single/final payment for purchase",13399
11779,23-MAR-00,15293,3823.03,"Order was shipped",13400
11779,24-APR-00,87295,-3823.02,"Single/final payment for purchase",13400
11780,06-JUN-00,89097,3072.28,"Order was shipped",13401
11780,08-AUG-00,46583,-438.89,"Monthly payment #1",13401
11780,10-SEP-00,51512,-438.9,"Monthly payment #2",13401
11780,05-OCT-00,87295,-438.89,"Monthly payment #3",13401
11780,11-NOV-00,15293,-438.89,"Monthly payment #4",13401
11780,05-DEC-00,89097,-438.89,"Monthly payment #5",13401
11780,09-JAN-01,51512,-438.89,"Monthly payment #6",13401
11780,09-FEB-01,98766,-438.9197,"Monthly payment #7",13401
11781,26-OCT-00,89097,3001.87,"Order was shipped",13402
11781,25-NOV-00,98766,-3001.87,"Single/final payment for purchase",13402
11782,29-SEP-00,51512,2920.8,"Order was shipped",13403
11782,26-OCT-00,98766,-2954.3,"Single/final payment for purchase",13403
11782,23-JAN-02,15293,2454.99,"Order was shipped",20427
