"CITYID","ZIPCODE","CITY","STATE","AREACODE","POPULATION1990","POPULATION1980","COUNTRY","LATITUDE","LONGITUDE","POPULATIONCDF"
4137,"44515","Austintown","OH","216",32371,33636,"USA",41.1,-80.8,0.6225634
4138,"44011","Avon","OH","216",7337,7241,"USA",41.45,-82.03333,0.6226054
4139,"44012","Avon Lake","OH","216",15066,13222,"USA",41.51667,-82.01667,0.6226917
4140,"44203","Barberton","OH","216",27623,29751,"USA",41,-81.65,0.62285
4141,"44140","Bay Village","OH","216",17000,17846,"USA",41.48333,-81.93333,0.6229473
4142,"44122","Beachwood","OH","216",10644,9983,"USA",41.48333,-81.5,0.6230084
4143,"45434","Beavercreek","OH","513",33626,31589,"USA",39.73333,-84.06667,0.623201
4144,"44146","Bedford","OH","216",14822,15056,"USA",41.38334,-81.53333,0.6232859
4145,"44146","Bedford Heights","OH","216",12131,13214,"USA",41.4,-81.5,0.6233554
4146,"43906","Bellaire","OH","614",6028,8241,"USA",40.01667,-80.75,0.62339
4147,"45305","Bellbrook","OH","513",6511,5174,"USA",39.65,-84.08334,0.6234272
4148,"43311","Bellefontaine","OH","513",12126,11888,"USA",40.36666,-83.76667,0.6234967
4149,"44811","Bellevue","OH","419",8157,8187,"USA",41.28333,-82.85,0.6235434
4150,"45714","Belpre","OH","614",6796,7193,"USA",39.28333,-81.56667,0.6235824
4151,"44017","Berea","OH","216",19051,19567,"USA",41.36666,-81.86667,0.6236915
4152,"43209","Bexley","OH","614",13088,13405,"USA",39.96667,-82.93333,0.6237665
4153,"43004","Blacklick Estates","OH","614",10080,11223,"USA",39.9,-82.86667,0.6238242
4154,"45242","Blue Ash","OH","513",11923,9510,"USA",39.23333,-84.38333,0.6238925
4155,"44513","Boardman","OH","216",38596,39086,"USA",41.03333,-80.66666,0.6241137
4156,"43402","Bowling Green","OH","419",28303,25728,"USA",41.38334,-83.65,0.6242758
4157,"44141","Brecksville","OH","216",11818,10132,"USA",41.31667,-81.63333,0.6243435
4158,"45211","Bridgetown North","OH","513",11748,11460,"USA",,,0.6244108
4159,"44147","Broadview Heights","OH","216",12219,10920,"USA",41.33333,-81.66666,0.6244808
4160,"44144","Brooklyn","OH","216",11706,12342,"USA",41.43333,-81.78333,0.6245479
4161,"44142","Brookpark","OH","216",22865,26195,"USA",,,0.6246789
4162,"44212","Brunswick","OH","216",28218,28104,"USA",41.23333,-81.85,0.6248406
4163,"43506","Bryan","OH","419",8348,7879,"USA",41.46667,-84.55,0.6248884
4164,"44820","Bucyrus","OH","419",13496,13433,"USA",40.8,-82.98333,0.6249657
4165,"43725","Cambridge","OH","614",11748,13573,"USA",40.03333,-81.58334,0.625033
4166,"44405","Campbell","OH","216",10038,11619,"USA",41.08333,-80.61667,0.6250905
4167,"44406","Canfield","OH","216",5409,5535,"USA",41.03333,-80.76667,0.6251215
4168,"44711","Canton","OH","216",84161,93077,"USA",40.8,-81.38333,0.6256036
4169,"45822","Celina","OH","419",9923,9137,"USA",40.55,-84.58334,0.6256605
4170,"45459","Centerville","OH","513",21082,18886,"USA",38.9,-82.45,0.6257812
4171,"45211","Cheviot","OH","513",9616,9888,"USA",39.16667,-84.61667,0.6258364
4172,"45601","Chillicothe","OH","614",21923,23420,"USA",39.33333,-82.98333,0.625962
4173,"45202","Cincinnati","OH","513",364114,385409,"USA",39.1,-84.51667,0.6280479
4174,"43113","Circleville","OH","614",11666,11700,"USA",39.6,-82.95,0.6281148
4175,"44101","Cleveland","OH","216",505616,573822,"USA",41.5,-81.7,0.6310114
4176,"44118","Cleveland Heights","OH","216",54052,56438,"USA",41.5,-81.56667,0.6313211
4177,"43410","Clyde","OH","419",5776,5489,"USA",41.3,-82.98333,0.6313542
4178,"43216","Columbus","OH","614",632945,565021,"USA",39.96667,-83,0.6349803
4179,"44030","Conneaut","OH","216",13241,13835,"USA",41.95,-80.56667,0.6350561
4180,"44410","Cortland","OH","216",5652,5011,"USA",41.33333,-80.73333,0.6350885
4181,"43812","Coshocton","OH","614",12193,13405,"USA",40.26667,-81.85,0.6351584
4182,"45238","Covedale","OH","513",6669,5830,"USA",39.11666,-84.61667,0.6351966
4183,"44222","Cuyahoga Falls","OH","216",48950,43890,"USA",41.13334,-81.48333,0.635477
4184,"45401","Dayton","OH","513",182005,193536,"USA",39.75,-84.2,0.6365197
4185,"45236","Deer Park","OH","513",6181,6745,"USA",39.21667,-84.38333,0.6365551
4186,"43512","Defiance","OH","419",16787,16810,"USA",41.28333,-84.36667,0.6366513
4187,"43015","Delaware","OH","614",19966,18780,"USA",40.3,-83.06667,0.6367657
4188,"45833","Delphos","OH","419",7093,7314,"USA",40.85,-84.35,0.6368063
4189,"45247","Dent","OH","513",6416,,"USA",39.18333,-84.65,0.6368431
4190,"44622","Dover","OH","216",11329,11782,"USA",40.53333,-81.48333,0.636908
4191,"45427","Drexel","OH","513",5143,,"USA",,,0.6369374
4192,"","Dry Run","OH","",5389,,"USA",,,0.6369683
4193,"43016","Dublin","OH","614",16366,3855,"USA",40.15,-83.15,0.6370621
4194,"44112","East Cleveland","OH","216",33096,36957,"USA",41.55,-81.55,0.6372517
4195,"43920","East Liverpool","OH","216",13654,16687,"USA",40.61666,-80.58334,0.6373299
4196,"44413","East Palestine","OH","216",5168,5306,"USA",40.83333,-80.55,0.6373595
4197,"44094","Eastlake","OH","216",21161,22104,"USA",41.66667,-81.43333,0.6374807
4198,"45320","Eaton","OH","513",7396,6839,"USA",39.75,-84.63333,0.6375231
4199,"44004","Edgewood","OH","216",5189,3099,"USA",41.88334,-80.76667,0.6375529
4200,"44035","Elyria","OH","216",56746,57538,"USA",41.36666,-82.11667,0.6378779
4201,"45322","Englewood","OH","513",11402,11329,"USA",39.88334,-84.3,0.6379433
4202,"44117","Euclid","OH","216",54875,59999,"USA",41.56667,-81.53333,0.6382576
4203,"45324","Fairborn","OH","513",31300,29702,"USA",39.81667,-84.03333,0.6384369
4204,"45014","Fairfield","OH","513",39709,30777,"USA",39.35,-84.56667,0.6386644
4205,"44313","Fairlawn","OH","216",5779,6100,"USA",41.13334,-81.61667,0.6386976
4206,"44126","Fairview Park","OH","216",18028,19311,"USA",41.43333,-81.88333,0.6388008
4207,"45839","Findlay","OH","419",35703,35594,"USA",41.03333,-83.65,0.6390054
4208,"45224","Finneytown","OH","513",13096,,"USA",,,0.6390804
4209,"45405","Forest Park","OH","513",18621,18566,"USA",39.28333,-84.56667,0.639187
4210,"45230","Forestville","OH","513",9185,,"USA",,,0.6392397
4211,"45426","Fort McKinley","OH","513",9740,10161,"USA",39.8,-84.25,0.6392955
4212,"44830","Fostoria","OH","419",14971,15743,"USA",41.16667,-83.41666,0.6393812
4213,"45005","Franklin","OH","513",11026,10711,"USA",39.56667,-84.3,0.6394444
4214,"43420","Fremont","OH","419",17619,17834,"USA",41.35,-83.11667,0.6395454
4215,"43230","Gahanna","OH","614",23898,18001,"USA",40.01667,-82.88333,0.6396823
4216,"44833","Galion","OH","419",11859,12391,"USA",40.73333,-82.78333,0.6397502
4217,"44125","Garfield Heights","OH","216",31739,34938,"USA",41.43333,-81.61667,0.639932
4218,"44041","Geneva","OH","216",6597,6655,"USA",41.8,-80.95,0.6399698
4219,"44420","Girard","OH","216",11304,12517,"USA",41.15,-80.7,0.6400346
4220,"43212","Grandview Heights","OH","614",7010,7420,"USA",39.98333,-83.03333,0.6400747
4221,"45123","Greenfield","OH","513",5172,5150,"USA",39.35,-83.38333,0.6401044
4222,"45331","Greenville","OH","513",12863,12999,"USA",40.1,-84.63333,0.6401781
4223,"45239","Groesbeck","OH","513",6684,9594,"USA",39.21667,-84.6,0.6402164
4224,"43123","Grove City","OH","614",19661,16816,"USA",39.88334,-83.1,0.640329
4225,"45011","Hamilton","OH","513",61436,63189,"USA",39.4,-84.56667,0.640681
4226,"45030","Harrison","OH","513",7520,5855,"USA",39.26667,-84.81667,0.6407241
4227,"43056","Heath","OH","614",7231,6969,"USA",40.03333,-82.43333,0.6407655
4228,"44124","Highland Heights","OH","216",6249,5739,"USA",41.55,-81.46667,0.6408013
4229,"43026","Hilliard","OH","614",11794,8131,"USA",40.03333,-83.15,0.6408688
4230,"45133","Hillsboro","OH","513",6235,6356,"USA",39.2,-83.61667,0.6409045
4231,"44484","Howland Center","OH","216",6732,7441,"USA",,,0.6409431
4232,"44425","Hubbard","OH","216",8248,9245,"USA",41.15,-80.56667,0.6409904
4233,"45424","Huber Heights","OH","513",38696,35480,"USA",39.85,-84.13333,0.641212
4234,"43081","Huber Ridge","OH","614",5255,5835,"USA",40.08333,-82.91666,0.6412422
4235,"44236","Hudson","OH","216",5159,4615,"USA",41.25,-81.45,0.6412717
4236,"44839","Huron","OH","419",7067,7123,"USA",41.4,-82.55,0.6413122
4237,"44131","Independence","OH","216",6500,6607,"USA",41.38334,-81.65,0.6413494
4238,"45638","Ironton","OH","614",12751,14290,"USA",38.53333,-82.68333,0.6414225
4239,"45640","Jackson","OH","614",6167,6675,"USA",39.05,-82.65,0.6414579
4240,"44240","Kent","OH","216",28835,26164,"USA",41.15,-81.36667,0.641623
4241,"43326","Kenton","OH","419",8356,8605,"USA",40.65,-83.61667,0.6416709
4242,"43606","Kenwood","OH","513",7469,9943,"USA",39.2,-84.38333,0.6417137
4243,"45429","Kettering","OH","513",60569,61186,"USA",39.68333,-84.16666,0.6420607
4244,"44094","Kirtland","OH","216",5881,5969,"USA",41.6,-81.33334,0.6420944
4245,"44107","Lakewood","OH","216",59718,61963,"USA",41.48333,-81.8,0.6424365
4246,"43130","Lancaster","OH","614",34507,34953,"USA",39.71667,-82.6,0.6426342
4247,"45039","Landen","OH","513",9263,2870,"USA",39.31667,-84.28333,0.6426873
4248,"45036","Lebanon","OH","513",10461,9636,"USA",39.43333,-84.21667,0.6427472
4249,"45802","Lima","OH","419",45553,47827,"USA",40.73333,-84.1,0.6430082
4250,"43228","Lincoln Village","OH","614",9958,10548,"USA",39.95,-83.08334,0.6430652
4251,"43138","Logan","OH","614",6725,6557,"USA",39.53333,-82.41666,0.6431037
4252,"43140","London","OH","614",7807,6958,"USA",39.88334,-83.45,0.6431485
4253,"44052","Lorain","OH","216",71245,75416,"USA",41.46667,-82.18333,0.6435566
4254,"44641","Louisville","OH","216",8087,7996,"USA",40.83333,-81.26667,0.643603
4255,"45140","Loveland","OH","513",10122,9106,"USA",39.26667,-84.26667,0.643661
4256,"44124","Lyndhurst","OH","216",15982,18092,"USA",41.51667,-81.5,0.6437525
4257,"44056","Macedonia","OH","216",7509,6571,"USA",41.31667,-81.51667,0.6437955
4258,"","Mack South","OH","",5767,,"USA",,,0.6438286
4259,"45243","Madeira","OH","513",9141,9341,"USA",39.18333,-84.36667,0.6438809
4260,"44901","Mansfield","OH","419",50627,53927,"USA",40.75,-82.51667,0.6441709
4261,"44137","Maple Heights","OH","216",27089,29735,"USA",41.41667,-81.56667,0.6443262
4262,"45750","Marietta","OH","614",15026,16467,"USA",39.41667,-81.45,0.6444122
4263,"43302","Marion","OH","614",34075,37040,"USA",40.58333,-83.13333,0.6446075
4264,"43935","Martins Ferry","OH","614",8003,9331,"USA",40.1,-80.73333,0.6446533
4265,"43040","Marysville","OH","513",9656,7414,"USA",40.23333,-83.36667,0.6447086
4266,"45040","Mason","OH","513",11450,8692,"USA",39.36666,-84.31667,0.6447742
4267,"44646","Massillon","OH","216",30969,30557,"USA",40.8,-81.53333,0.6449516
4268,"43537","Maumee","OH","419",15561,15747,"USA",41.56667,-83.65,0.6450408
4269,"44124","Mayfield Heights","OH","216",19847,21550,"USA",41.51667,-81.46667,0.6451545
4270,"44256","Medina","OH","216",19231,15268,"USA",41.13334,-81.86667,0.6452647
4271,"44060","Mentor","OH","216",47491,42065,"USA",41.66667,-81.35,0.6455367
4272,"44060","Mentor-on-the-Lake","OH","216",8271,7919,"USA",41.71667,-81.36667,0.6455841
4273,"45342","Miamisburg","OH","513",17834,15304,"USA",39.63334,-84.28333,0.6456863
4274,"44130","Middleburg Heights","OH","216",14702,16218,"USA",41.36666,-81.8,0.6457705
4275,"45042","Middletown","OH","513",46022,43719,"USA",39.51667,-84.4,0.6460342
4276,"45150","Milford","OH","513",5660,5232,"USA",39.18333,-84.3,0.6460666
4277,"45242","Montgomery","OH","513",9733,10084,"USA",39.23333,-84.35,0.6461223
4278,"45439","Moraine","OH","513",5989,5325,"USA",39.7,-84.23333,0.6461567
4279,"45231","Mount Healthy","OH","513",7580,7562,"USA",39.23333,-84.55,0.6462001
4280,"43050","Mount Vernon","OH","614",14550,14323,"USA",40.38334,-82.48333,0.6462834
4281,"44262","Munroe Falls","OH","216",5359,4731,"USA",41.13334,-81.43333,0.6463141
4282,"43545","Napoleon","OH","419",8884,8614,"USA",41.38334,-84.13333,0.646365
4283,"45344","New Carlisle","OH","513",6049,6498,"USA",39.93333,-84.03333,0.6463997
4284,"43764","New Lexington","OH","614",5117,5179,"USA",39.71667,-82.21667,0.646429
4285,"44663","New Philadelphia","OH","216",15698,16883,"USA",40.71667,-81.45,0.6465189
4286,"43055","Newark","OH","614",44396,41200,"USA",40.05,-82.4,0.6467733
4287,"44446","Niles","OH","216",21128,23088,"USA",41.18333,-80.76667,0.6468943
4288,"44720","North Canton","OH","216",14904,14228,"USA",40.88334,-81.4,0.6469797
4289,"45239","North College Hill","OH","513",11002,11114,"USA",39.21667,-84.55,0.6470428
4290,"44057","North Madison","OH","216",8699,8741,"USA",41.83333,-81.06667,0.6470926
4291,"44070","North Olmsted","OH","216",34204,36486,"USA",41.41667,-81.93333,0.6472886
4292,"44039","North Ridgeville","OH","216",21564,21522,"USA",41.38334,-82.01667,0.6474121
4293,"44133","North Royalton","OH","216",23197,17671,"USA",41.31667,-81.73333,0.647545
4294,"45239","Northbrook","OH","513",11471,8357,"USA",39.25,-84.58334,0.6476107
4295,"","Northgate","OH","",7864,,"USA",,,0.6476557
4296,"45414","Northridge","OH","513",9448,9720,"USA",39.98333,-83.76667,0.6477098
4298,"","Northview","OH","513",10337,9973,"USA",39.83333,-84.28333,0.6477691
4299,"43619","Northwood","OH","419",5506,5495,"USA",41.61666,-83.5,0.6478006
4300,"44203","Norton","OH","216",11477,12242,"USA",41.03333,-81.63333,0.6478664
4301,"44857","Norwalk","OH","419",14731,14358,"USA",41.25,-82.61667,0.6479508
4302,"45212","Norwood","OH","513",23674,26342,"USA",39.16667,-84.45,0.6480864
4303,"45873","Oakwood","OH","419",8957,9372,"USA",39.71667,-84.18333,0.6481377
4304,"44074","Oberlin","OH","216",8191,8660,"USA",41.3,-82.21667,0.6481847
4305,"44138","Olmsted Falls","OH","216",6741,5868,"USA",41.36666,-81.9,0.6482233
4306,"43616","Oregon","OH","419",18334,18675,"USA",41.63334,-83.41666,0.6483283
4307,"44667","Orrville","OH","216",7712,7511,"USA",40.83333,-81.76667,0.6483725
4308,"45431","Overlook-Page Manor","OH","513",13242,14825,"USA",,,0.6484483
4309,"45056","Oxford","OH","513",18937,17655,"USA",39.51667,-84.75,0.6485568
4310,"44077","Painesville","OH","216",15769,16391,"USA",41.71667,-81.25,0.6486472
4311,"44129","Parma","OH","216",87876,92548,"USA",41.38334,-81.71667,0.6491506
4312,"44130","Parma Heights","OH","216",21448,23112,"USA",41.38334,-81.76667,0.6492735
4313,"44124","Pepper Pike","OH","216",6185,6177,"USA",41.48333,-81.48333,0.6493089
4314,"44646","Perry Heights","OH","216",9055,9206,"USA",40.8,-81.46667,0.6493608
4315,"43551","Perrysburg","OH","419",12551,10215,"USA",41.56667,-83.63333,0.6494327
4316,"43147","Pickerington","OH","614",5668,3917,"USA",39.88334,-82.75,0.6494652
4317,"45356","Piqua","OH","513",20612,20480,"USA",40.15,-84.25,0.6495833
4318,"43452","Port Clinton","OH","419",7106,7223,"USA",41.51667,-82.95,0.649624
4319,"44319","Portage Lakes","OH","216",13373,11310,"USA",41,-81.53333,0.6497006
4320,"45662","Portsmouth","OH","614",22676,25943,"USA",38.73333,-83,0.6498305
4321,"44266","Ravenna","OH","216",12069,11987,"USA",41.15,-81.25,0.6498997
4322,"45215","Reading","OH","513",12038,12843,"USA",39.21667,-84.43333,0.6499686
4323,"43068","Reynoldsburg","OH","614",25748,20661,"USA",39.95,-82.8,0.6501161
4324,"44143","Richmond Heights","OH","216",9611,10095,"USA",41.56667,-81.5,0.6501712
4325,"44270","Rittman","OH","216",6147,6063,"USA",40.96667,-81.78333,0.6502064
4326,"44116","Rocky River","OH","216",20410,21084,"USA",41.46667,-81.85,0.6503233
4327,"43460","Rossford","OH","419",5861,5978,"USA",41.6,-83.56667,0.6503569
4328,"45217","Saint Bernard","OH","513",5344,5396,"USA",,,0.6503875
4329,"43950","Saint Clairsville","OH","614",5136,5452,"USA",,,0.6504169
4330,"45885","Saint Marys","OH","419",8441,8414,"USA",,,0.6504653
4331,"44460","Salem","OH","216",12233,12869,"USA",40.9,-80.86667,0.6505353
4332,"44870","Sandusky","OH","419",29764,31360,"USA",41.45,-82.7,0.6507059
4333,"44870","Sandusky South","OH","419",6336,6548,"USA",41.41667,-82.68333,0.6507422
4334,"44131","Seven Hills","OH","216",12339,13650,"USA",41.38334,-81.68333,0.6508129
4335,"44120","Shaker Heights","OH","216",30867,32487,"USA",41.48333,-81.53333,0.6509897
4336,"45241","Sharonville","OH","513",13121,10108,"USA",39.26667,-84.41666,0.6510649
4337,"44054","Sheffield Lake","OH","216",9825,10484,"USA",41.48333,-82.1,0.6511211
4338,"44875","Shelby","OH","419",9610,9703,"USA",40.88334,-82.66666,0.6511762
4339,"44878","Shiloh","OH","419",11607,11735,"USA",40.96667,-82.6,0.6512427
4340,"45365","Sidney","OH","513",18710,17657,"USA",40.28333,-84.15,0.6513499
4341,"45236","Silverton","OH","513",5859,6172,"USA",39.2,-84.4,0.6513835
4342,"44139","Solon","OH","216",18548,14341,"USA",41.38334,-81.45,0.6514897
4343,"44121","South Euclid","OH","216",23866,25713,"USA",41.51667,-81.53333,0.6516265
4344,"45066","Springboro","OH","513",6574,4962,"USA",39.56667,-84.25,0.6516641
4345,"45246","Springdale","OH","216",10621,10111,"USA",39.28333,-84.48333,0.651725
4346,"45501","Springfield","OH","513",70487,72563,"USA",39.91667,-83.81667,0.6521288
4347,"43952","Steubenville","OH","614",22125,26400,"USA",40.36666,-80.61667,0.6522555
4348,"44224","Stow","OH","216",27998,25303,"USA",41.18333,-81.43333,0.6524159
4349,"44241","Streetsboro","OH","216",9932,9055,"USA",41.25,-81.31667,0.6524729
4350,"44136","Strongsville","OH","216",35308,28577,"USA",41.31667,-81.83334,0.6526751
4351,"44471","Struthers","OH","216",12284,13624,"USA",41.06667,-80.65,0.6527455
4352,"43560","Sylvania","OH","419",17489,15527,"USA",41.71667,-83.7,0.6528457
4353,"44278","Tallmadge","OH","216",14870,15269,"USA",41.1,-81.45,0.6529309
4354,"45243","The Village of Indian Hill","OH","513",5383,5521,"USA",,,0.6529617
4355,"44883","Tiffin","OH","419",18604,19549,"USA",41.11666,-83.18333,0.6530683
4356,"45371","Tipp City","OH","513",6027,5595,"USA",39.96667,-84.18333,0.6531028
4357,"43601","Toledo","OH","419",332943,354635,"USA",41.65,-83.55,0.6550102
4358,"43964","Toronto","OH","614",6127,6934,"USA",40.45,-80.61667,0.6550453
4359,"45067","Trenton","OH","513",6189,6401,"USA",39.48333,-84.46667,0.6550808
4360,"45426","Trotwood","OH","513",8816,7802,"USA",39.8,-84.3,0.6551313
4361,"45373","Troy","OH","513",19478,19086,"USA",40.03333,-84.2,0.6552429
4362,"44087","Twinsburg","OH","216",9606,7632,"USA",41.31667,-81.45,0.6552979
4363,"44683","Uhrichsville","OH","614",5604,6130,"USA",40.4,-81.35,0.65533
4364,"45322","Union","OH","513",5531,5219,"USA",39.9,-84.31667,0.6553617
4365,"44118","University Heights","OH","216",14787,15401,"USA",41.48333,-81.53333,0.6554464
4366,"43221","Upper Arlington","OH","614",34128,35648,"USA",40,-83.06667,0.655642
4367,"43351","Upper Sandusky","OH","419",5906,5967,"USA",40.83333,-83.28333,0.6556758
4368,"43078","Urbana","OH","513",11353,10762,"USA",40.11666,-83.75,0.6557408
4369,"45891","Van Wert","OH","419",10922,11035,"USA",40.86666,-84.58334,0.6558034
4370,"45377","Vandalia","OH","513",13872,13161,"USA",39.9,-84.2,0.6558829
4371,"44089","Vermilion","OH","216",11127,11012,"USA",41.41667,-82.36667,0.6559466
4372,"44281","Wadsworth","OH","216",15718,15166,"USA",41.03333,-81.73333,0.6560367
4373,"45895","Wapakoneta","OH","419",9214,8402,"USA",40.56667,-84.2,0.6560894
4374,"44481","Warren","OH","216",50793,56629,"USA",41.23333,-80.81667,0.6563804
4375,"44122","Warrensville Heights","OH","216",15745,16565,"USA",41.45,-81.53333,0.6564707
4376,"43160","Washington C.H.","OH","614",13080,12682,"USA",,,0.6565456
4377,"43567","Wauseon","OH","419",6322,6173,"USA",41.55,-84.13333,0.6565818
4378,"45692","Wellston","OH","614",6049,6016,"USA",39.11666,-82.53333,0.6566164
4379,"45449","West Carrollton City","OH","513",14403,13148,"USA",,,0.6566989
4380,"43081","Westerville","OH","614",30269,23414,"USA",40.13334,-82.93333,0.6568724
4381,"44145","Westlake","OH","216",27018,19483,"USA",41.45,-81.93333,0.6570272
